Item,length,color,Type,Price,STOCK
MATCH BODY W,,P4_27,8,8,41
MATCH BODY W,,P4_30,8,8,112
MATCH FINGER,,1,8,8,91
MATCH FINGER,,001B,8,8,65
MATCH FINGER,,2,8,8,133
MATCH FINGER,,4,8,8,128
MATCH FINGER,,350,8,8,100
MATCH FINGER,,613,8,8,66
MATCH FINGER,,P1B_30,8,8,71
MATCH FINGER,,P27_30,8,8,85
MATCH FINGER,,P27_33,8,8,91
MATCH FINGER,,P30_33,8,8,97
MATCH FINGER,,P4_27,8,8,50
MATCH FINGER,,P4_30,8,8,65
MATCH L.LAYER,,1,8,8,11
MATCH L.LAYER,,001B,8,8,-4
MATCH L.LAYER,,2,8,8,45
MATCH L.LAYER,,4,8,8,58
MATCH L.LAYER,,350,8,8,167
MATCH L.LAYER,,613,8,8,78
MATCH L.LAYER,,P1B_30,8,8,21
MATCH L.LAYER,,P27_30,8,8,88
MATCH L.LAYER,,P27_33,8,8,154
MATCH L.LAYER,,P30_33,8,8,160
MATCH L.LAYER,,P4_27,8,8,17
MATCH L.LAYER,,P4_30,8,8,72
MATCH M.BOB,,1,8,8,200
MATCH M.BOB,,001B,8,8,151
MATCH M.BOB,,2,8,8,245
MATCH M.BOB,,4,8,8,270
MATCH M.BOB,,350,8,8,220
MATCH M.BOB,,613,8,8,192
MATCH M.BOB,,P1B_30,8,8,159
MATCH M.BOB,,P27_30,8,8,186
MATCH M.BOB,,P27_33,8,8,203
MATCH M.BOB,,P30_33,8,8,219
MATCH M.BOB,,P4_27,8,8,159
MATCH M.BOB,,P4_30,8,8,175
MATCH RIHANNA,,1,8,8,95
MATCH RIHANNA,,001B,8,8,532
MATCH RIHANNA,,2,8,8,115
MATCH RIHANNA,,4,8,8,116
MATCH ROMANCE,,1,8,8,217
MATCH ROMANCE,,001B,8,8,184
MATCH ROMANCE,,2,8,8,269
MATCH ROMANCE,,4,8,8,251
MATCH ROMANCE,,350,8,8,221
MATCH ROMANCE,,613,8,8,188
MATCH ROMANCE,,P1B_30,8,8,139
MATCH ROMANCE,,P27_30,8,8,159
MATCH ROMANCE,,P27_33,8,8,211
MATCH ROMANCE,,P30_33,8,8,205
MATCH ROMANCE,,P4_27,8,8,162
MATCH ROMANCE,,P4_30,8,8,168
MATCH S.BOB,,1,8,8,55
MATCH S.BOB,,001B,8,8,4
MATCH S.BOB,,2,8,8,149
MATCH S.BOB,,4,8,8,191
MATCH S.BOB,,350,8,8,196
MATCH S.BOB,,613,8,8,174
MATCH S.BOB,,P1B_30,8,8,74
MATCH S.BOB,,P27_30,8,8,162
MATCH S.BOB,,P27_33,8,8,204
MATCH S.BOB,,P30_33,8,8,199
MATCH S.BOB,,P4_27,8,8,122
MATCH S.BOB,,P4_30,8,8,127
MATCH WET&WAVE,,1,8,8,103
MATCH WET&WAVE,,001B,8,8,68
MATCH WET&WAVE,,2,8,8,115
MATCH WET&WAVE,,4,8,8,133
MATCH WET&WAVE,,350,8,8,102
MATCH WET&WAVE,,613,8,8,90
MATCH WET&WAVE,,P1B_30,8,8,70
MATCH WET&WAVE,,P27_30,8,8,100
MATCH WET&WAVE,,P27_33,8,8,103
MATCH WET&WAVE,,P30_33,8,8,113
MATCH WET&WAVE,,P4_27,8,8,90
MATCH WET&WAVE,,P4_30,8,8,92
MAYA T,,1,2,5.25,0
MAYA T,,2,2,5.25,2
MAYA T,,4,2,5.25,37
MAYA T,,27,2,5.25,60
MAYA T,,30,2,5.25,70
MAYA T,,33,2,5.25,77
MAYA T,,P1B_144,2,5.25,15
MAYA T,,P1B_BG,2,5.25,7
MAYA T,,P27_613,2,5.25,29
MB SILKY,,1,3,4,614
MB SILKY,,001B,3,4,663
MB SILKY,,2,3,4,467
MB SILKY,,4,3,4,337
MB SILKY,,30,3,4,48
MB SILKY,,33,3,4,127
MB SILKY,,99J,3,4,27
MB SILKY,,BURG,3,4,7
MB SILKY,,T1B_144,3,4,124
MB SILKY,,T1B_27,3,4,141
MB SILKY,,T1B_30,3,4,120
MB SILKY,,T1B_33,3,4,98
MB SILKY,,T1B_BG,3,4,100
MB TW,,1,2,4.5,4
MB TW,,BURG,2,4.5,5
MC S BRD,,1,7,2,159
MEGAN,,1,5,11.5,20
MEGAN,,001B,5,11.5,25
MEGAN,,2,5,11.5,19
MEGAN,,4,5,11.5,37
MEGAN,,DYS27_30_33,5,11.5,35
MEGAN,,F1010,5,11.5,50
MEGAN,,F1B_30,5,11.5,10
MEGAN,,F1B_33,5,11.5,27
MEGAN,,F4_30,5,11.5,7
MEGAN,,L209H_216H,5,11.5,54
MEGAN,,P2_145B,5,11.5,48
MIA,,1,5,12.5,69
MIA,,001B,5,12.5,103
MIA,,2,5,12.5,61
MIA,,DML4_33_130B,5,12.5,84
MIA,,F1B_30,5,12.5,71
MIA,,F4_30,5,12.5,71
MIA,,LXMD33_30_27,5,12.5,87
MIA,,LXMD8A_340A_26A,5,12.5,90
MIMI,,DYL1B_BLUE,5,12,30
MIMI,,DYL1B_LIME,5,12,16
MIMI,,DYL1B_ORANGE,5,12,35
MIMI,,DYL1B_PINK,5,12,33
MIMI,,DYL1B_PURPLE,5,12,27
MIMI,,DYL1B_RED,5,12,49
MIMI,,DYL1B_WHITE,5,12,10
MIMI T,,P1B_99J,2,5,58
MINK T,,1,2,6.5,33
MINK T,,001B,2,6.5,29
MINK T,,2,2,6.5,27
MINK T,,4,2,6.5,40
MINK T,,F1B_27,2,6.5,21
MINK T,,F1B_30,2,6.5,21
MINK T,,F1B_33,2,6.5,25
MINK T,,F1B_350,2,6.5,7
MINK T,,F1B_99J,2,6.5,9
MINK T,,F4_30,2,6.5,23
MINK T,,LIME,2,6.5,0
MINK T,,P27_613,2,6.5,25
MINK T,,PINK,2,6.5,194
MINK T,,PURPLE,2,6.5,0
MINK T,,RED,2,6.5,0
MINK T,,TURQUOISE,2,6.5,0
MINK T,,WHITE,2,6.5,0
MINK T,,YELLOW,2,6.5,0
MIX BODY W,,1,8,7,125
MIX BODY W,,001B,8,7,93
MIX BODY W,,2,8,7,198
MIX BODY W,,4,8,7,211
MIX BODY W,,350,8,7,185
MIX BODY W,,613,8,7,100
MIX BODY W,,P1B_30,8,7,72
MIX BODY W,,P27_30,8,7,133
MIX BODY W,,P27_33,8,7,197
MIX BODY W,,P30_33,8,7,200
MIX BODY W,,P4_27,8,7,162
MIX BODY W,,P4_30,8,7,122
MIX FINGER,,1,8,7,114
MIX FINGER,,001B,8,7,99
MIX FINGER,,2,8,7,142
MIX FINGER,,4,8,7,155
MIX FINGER,,350,8,7,99
MIX FINGER,,613,8,7,85
MIX FINGER,,P1B_30,8,7,77
MIX FINGER,,P27_30,8,7,102
MIX FINGER,,P27_33,8,7,98
MIX FINGER,,P30_33,8,7,106
MIX FINGER,,P4_27,8,7,77
MIX FINGER,,P4_30,8,7,95
MIX L.LAYER,,1,8,7,44
MIX L.LAYER,,001B,8,7,0
MIX L.LAYER,,2,8,7,106
MIX L.LAYER,,4,8,7,144
MIX L.LAYER,,350,8,7,177
MIX L.LAYER,,613,8,7,129
MIX L.LAYER,,P1B_30,8,7,42
MIX L.LAYER,,P27_30,8,7,121
MIX L.LAYER,,P27_33,8,7,173
MIX L.LAYER,,P30_33,8,7,178
MIX L.LAYER,,P4_27,8,7,72
MIX L.LAYER,,P4_30,8,7,98
MIX M.BOB,,1,8,7,218
MIX M.BOB,,001B,8,7,164
MIX M.BOB,,2,8,7,263
MIX M.BOB,,4,8,7,281
MIX M.BOB,,350,8,7,253
MIX M.BOB,,613,8,7,220
MIX M.BOB,,P1B_30,8,7,161
MIX M.BOB,,P27_30,8,7,166
MIX M.BOB,,P27_33,8,7,247
MIX M.BOB,,P30_33,8,7,239
MIX M.BOB,,P4_27,8,7,179
MIX M.BOB,,P4_30,8,7,169
MIX RIHANNA,,1,8,7,190
MIX RIHANNA,,001B,8,7,181
MIX RIHANNA,,2,8,7,194
MIX RIHANNA,,4,8,7,206
MIX RIHANNA,,TTOL1B_613,8,7,165
MIX RIHANNA,,TTOL1B_BLUE,8,7,152
MIX RIHANNA,,TTOL1B_ORANGE,8,7,210
MIX RIHANNA,,TTOL1B_PINK,8,7,196
MIX RIHANNA,,TTOL1B_PURPLE,8,7,168
MIX RIHANNA,,TTOL1B_RED,8,7,177
MIX ROMANCE,,1,8,7,198
MIX ROMANCE,,001B,8,7,196
MIX ROMANCE,,2,8,7,287
MIX ROMANCE,,4,8,7,282
MIX ROMANCE,,350,8,7,221
MIX ROMANCE,,613,8,7,198
MIX ROMANCE,,P1B_30,8,7,171
MIX ROMANCE,,P27_30,8,7,180
MIX ROMANCE,,P27_33,8,7,221
MIX ROMANCE,,P30_33,8,7,226
MIX ROMANCE,,P4_27,8,7,191
MIX ROMANCE,,P4_30,8,7,186
MIX S.BOB,,1,8,7,27
MIX S.BOB,,001B,8,7,1
MIX S.BOB,,2,8,7,140
MIX S.BOB,,4,8,7,169
MIX S.BOB,,350,8,7,198
MIX S.BOB,,613,8,7,153
MIX S.BOB,,P1B_30,8,7,43
MIX S.BOB,,P27_30,8,7,152
MIX S.BOB,,P27_33,8,7,196
MIX S.BOB,,P30_33,8,7,202
MIX S.BOB,,P4_27,8,7,97
MIX S.BOB,,P4_30,8,7,112
MIX S.BOB,,TTOL1B_613,8,7,133
MIX S.BOB,,TTOL1B_BLUE,8,7,116
MIX S.BOB,,TTOL1B_ORANGE,8,7,134
MIX S.BOB,,TTOL1B_PINK,8,7,114
MIX S.BOB,,TTOL1B_PURPLE,8,7,122
MIX S.BOB,,TTOL1B_RED,8,7,112
MIX WET&WAVE,,1,8,7,100
MIX WET&WAVE,,001B,8,7,78
MIX WET&WAVE,,2,8,7,135
MIX WET&WAVE,,4,8,7,139
MIX WET&WAVE,,350,8,7,109
MIX WET&WAVE,,613,8,7,105
MIX WET&WAVE,,P1B_30,8,7,74
MIX WET&WAVE,,P27_30,8,7,110
MIX WET&WAVE,,P27_33,8,7,115
MIX WET&WAVE,,P30_33,8,7,118
MIX WET&WAVE,,P4_27,8,7,90
MIX WET&WAVE,,P4_30,8,7,107
MOLLY,,1,5,11.5,33
MOLLY,,001B,5,11.5,19
MOLLY,,2,5,11.5,31
MOLLY,,4,5,11.5,53
MOLLY,,DYS27_30_33,5,11.5,46
MOLLY,,F1010,5,11.5,64
MOLLY,,F1B_30,5,11.5,21
MOLLY,,F1B_33,5,11.5,64
MOLLY,,F4_30,5,11.5,40
MOLLY,,L209H_216H,5,11.5,69
MOLLY,,P2_145B,5,11.5,69
NADIA,,612,5,19,8
NAOMI,,1,5,14.5,42
NAOMI,,001B,5,14.5,27
NAOMI,,2,5,14.5,21
NAOMI,,4,5,14.5,16
NAOMI,,24-27,5,14.5,4
NAOMI,,612,5,14.5,3
NAOMI,,F1B_30,5,14.5,1
NAOMI,,F237,5,14.5,0
NAOMI,,F4_30,5,14.5,-1
NATALI,,1,5,11.5,58
NATALI,,001B,5,11.5,49
NATALI,,2,5,11.5,20
NATALI,,4,5,11.5,19
NATALI,,34,5,11.5,21
NATALI,,44,5,11.5,18
NATALI,,280,5,11.5,17
NATALI,,F1B_27,5,11.5,4
NATALI,,F1B_30,5,11.5,22
NATALI,,F1B_33,5,11.5,20
NATALI,,F237,5,11.5,17
NATALI,,F4_30,5,11.5,16
NDB,18,1,11,46.5,0
NDB,18,001B,11,46.5,0
NDB,18,2,11,46.5,6
NDB,18,4,11,46.5,0
NDB,18,27,11,58.5,0
NDB,18,30,11,46.5,0
NDB,18,33,11,46.5,0
NDB,18,P1B_30,11,48.5,0
NDB,18,P1B_33,11,48.5,0
NDB,18,P1B_350,11,58.5,12
NDB,18,P1B_99J,11,58.5,5
NDB,18,P1B_BG,11,58.5,3
NDB,18,P27_613,11,91.5,23
NDB,18,P4_27,11,58.5,6
NDB,18,P4_30,11,48.5,3
NDW,8,1,1,11,0
NDW,8,001B,1,11,0
NDW,8,2,1,11,0
NDW,8,4,1,11,13
NDW,8,27,1,16,0
NDW,8,30,1,11,5
NDW,8,33,1,11,8
NDW,8,P1B_30,1,13,0
NDW,8,P1B_33,1,13,12
NDW,8,P1B_350,1,16,4
NDW,8,P1B_99J,1,16,11
NDW,8,P1B_BG,1,16,8
NDW,8,P27_613,1,26,9
NDW,8,P4_27,1,16,8
NDW,8,P4_30,1,13,0
NDW,10,1,1,20,39
NDW,10,001B,1,20,1
NDW,10,2,1,20,0
NDW,10,4,1,20,1
NDW,10,27,1,27,7
NDW,10,30,1,20,3
NDW,10,33,1,20,7
NDW,10,P1B_30,1,22,1
NDW,10,P1B_33,1,22,11
NDW,10,P1B_350,1,27,14
NDW,10,P1B_99J,1,27,12
NDW,10,P1B_BG,1,27,14
NDW,10,P27_613,1,55,19
NDW,10,P4_27,1,27,13
NDW,10,P4_30,1,22,12
NDW,12,1,1,27.5,23
NDW,12,001B,1,27.5,10
NDW,12,2,1,27.5,19
NDW,12,4,1,27.5,10
NDW,12,27,1,34.5,3
NDW,12,30,1,27.5,7
NDW,12,33,1,27.5,10
NDW,12,P1B_30,1,29.5,6
NDW,12,P1B_33,1,29.5,16
NDW,12,P1B_350,1,34.5,15
NDW,12,P1B_99J,1,34.5,14
NDW,12,P1B_BG,1,34.5,19
NDW,12,P27_613,1,62.5,14
NDW,12,P4_27,1,34.5,19
NDW,12,P4_30,1,29.5,9
NDW,14,1,1,34.5,15
NDW,14,001B,1,34.5,11
NDW,14,2,1,34.5,10
NDW,14,4,1,34.5,10
NDW,14,27,1,41.5,12
NDW,14,30,1,34.5,19
NDW,14,33,1,34.5,13
NDW,14,P1B_30,1,36.5,7
NDW,14,P1B_33,1,36.5,18
NDW,14,P1B_350,1,41.5,15
NDW,14,P1B_99J,1,41.5,13
NDW,14,P1B_BG,1,41.5,12
NDW,14,P27_613,1,69.5,10
NDW,14,P4_27,1,41.5,13
NDW,14,P4_30,1,36.5,11
NDW,18,1,1,46.5,0
NDW,18,001B,1,46.5,8
NDW,18,2,1,46.5,8
NDW,18,4,1,46.5,0
NDW,18,27,1,58.5,13
NDW,18,30,1,46.5,9
NDW,18,33,1,46.5,16
NDW,18,P1B_30,1,48.5,24
NDW,18,P1B_33,1,48.5,16
NDW,18,P1B_350,1,58.5,16
NDW,18,P1B_99J,1,58.5,16
NDW,18,P1B_BG,1,58.5,19
NDW,18,P27_613,1,91.5,19
NDW,18,P4_27,1,58.5,11
NDW,18,P4_30,1,48.5,18
NEEDLE,,I,10,4,26
NEEDLE,,J,10,4,17
NICOLE,,1,9,50,12
NICOLE,,001B,9,50,19
NICOLE,,2,9,50,14
NICOLE,,4,9,50,10
NICOLE,,F1B_27,9,50,4
NICOLE,,F1B_30,9,50,10
NICOLE,,F1B_33,9,50,6
NICOLE,,F1B_99J,9,50,36
NICOLE,,F1B_BG,9,50,1
NICOLE,,F237,9,50,9
NICOLE,,P27_613,9,50,6
NICOLE,,TT1B_27,9,50,4
NICOLE,,TT1B_33,9,50,9
NICOLE,,TT1B_BG,9,50,51
NINA,,1,5,9.5,10
NINA,,001B,5,9.5,-1
NINA,,2,5,9.5,23
NINA,,4,5,9.5,39
NINA,,F1010,5,9.5,45
NINA,,F1B_30,5,9.5,6
NINA,,F1B_33,5,9.5,44
NINA,,F4_30,5,9.5,25
NSB,14,1,11,26.5,22
NSB,14,001B,11,26.5,0
NSB,14,2,11,26.5,0
NSB,14,4,11,26.5,35
NSB,14,27,11,33.5,3
NSB,14,30,11,26.5,3
NSB,14,33,11,26.5,11
NSB,14,P1B_30,11,28.5,22
NSB,14,P1B_33,11,28.5,11
NSB,14,P1B_350,11,33.5,6
NSB,14,P1B_99J,11,33.5,8
NSB,14,P1B_BG,11,33.5,1
NSB,14,P27_613,11,61.5,1
NSB,14,P4_27,11,33.5,15
NSB,14,P4_30,11,28.5,4
NSB,16,1,11,33.5,0
NSB,16,001B,11,33.5,0
NSB,16,2,11,33.5,26
NSB,16,4,11,33.5,4
NSB,16,27,11,40.5,9
NSB,16,30,11,33.5,0
NSB,16,33,11,33.5,5
NSB,16,P1B_30,11,35.5,0
NSB,16,P1B_33,11,35.5,15
NSB,16,P1B_350,11,40.5,6
NSB,16,P1B_99J,11,40.5,6
NSB,16,P1B_BG,11,40.5,8
NSB,16,P27_613,11,68.5,7
NSB,16,P4_27,11,40.5,7
NSB,16,P4_30,11,35.5,0
NSB,18,1,11,38.5,0
NSB,18,001B,11,38.5,1
NSB,18,2,11,38.5,0
NSB,18,4,11,38.5,-1
NSB,18,27,11,50.5,0
NSB,18,30,11,38.5,0
NSB,18,33,11,38.5,1
NSB,18,P1B_30,11,40.5,0
NSB,18,P1B_33,11,40.5,0
NSB,18,P1B_350,11,50.5,18
NSB,18,P1B_99J,11,50.5,1
NSB,18,P1B_BG,11,50.5,7
NSB,18,P27_613,11,83.5,10
NSB,18,P4_27,11,50.5,4
NSB,18,P4_30,11,40.5,3
NSB,20,1,11,45.5,2
NSB,20,001B,11,45.5,0
NSB,20,2,11,45.5,9
NSB,20,4,11,45.5,0
NSB,20,27,11,57.5,10
NSB,20,30,11,45.5,0
NSB,20,33,11,45.5,5
NSB,22,1,11,59,0
NSB,22,001B,11,59,0
NSB,22,2,11,59,2
NSB,22,4,11,59,0
NSB,22,27,11,71,5
NSB,22,30,11,59,8
NSB,22,33,11,59,4
NSB,24,1,11,69,0
NSB,24,001B,11,69,2
NSB,24,2,11,69,23
NSB,24,4,11,69,14
NSB,24,27,11,81,5
NSB,24,30,11,69,11
NSB,24,33,11,69,7
NSW,8,1,1,10,10
NSW,8,001B,1,10,11
NSW,8,2,1,10,0
NSW,8,4,1,10,18
NSW,8,27,1,15,15
NSW,8,30,1,10,14
NSW,8,33,1,10,22
NSW,8,P1B_30,1,12,0
NSW,8,P1B_33,1,12,14
NSW,8,P1B_350,1,15,14
NSW,8,P1B_99J,1,15,10
NSW,8,P1B_BG,1,15,12
NSW,8,P27_613,1,25,9
NSW,8,P4_27,1,15,9
NSW,8,P4_30,1,12,20
NSW,10,1,1,19,0
NSW,10,001B,1,19,1
NSW,10,2,1,19,27
NSW,10,4,1,19,38
NSW,10,27,1,26,8
NSW,10,30,1,19,11
NSW,10,33,1,19,15
NSW,10,P1B_30,1,21,17
NSW,10,P1B_33,1,21,8
NSW,10,P1B_350,1,26,15
NSW,10,P1B_99J,1,26,10
NSW,10,P1B_BG,1,26,13
NSW,10,P27_613,1,54,13
NSW,10,P4_27,1,26,11
NSW,10,P4_30,1,21,18
NSW,12,1,1,26.5,15
NSW,12,001B,1,26.5,27
NSW,12,2,1,26.5,29
NSW,12,4,1,26.5,9
NSW,12,27,1,33.5,13
NSW,12,30,1,26.5,14
NSW,12,33,1,26.5,19
NSW,12,P1B_30,1,28.5,13
NSW,12,P1B_33,1,28.5,23
NSW,12,P1B_350,1,33.5,11
NSW,12,P1B_99J,1,33.5,12
NSW,12,P1B_BG,1,33.5,18
NSW,12,P27_613,1,61.5,9
NSW,12,P4_27,1,33.5,14
NSW,12,P4_30,1,28.5,12
NSW,14,1,1,33.5,45
NSW,14,001B,1,33.5,34
NSW,14,2,1,33.5,36
NSW,14,4,1,33.5,31
NSW,14,27,1,40.5,5
NSW,14,30,1,33.5,11
NSW,14,33,1,33.5,13
NSW,14,P1B_30,1,35.5,19
NSW,14,P1B_33,1,35.5,19
NSW,14,P1B_350,1,40.5,11
NSW,14,P1B_99J,1,40.5,7
NSW,14,P1B_BG,1,40.5,15
NSW,14,P27_613,1,68.5,9
NSW,14,P4_27,1,40.5,18
NSW,14,P4_30,1,35.5,18
NSW,18,1,1,45.5,29
NSW,18,001B,1,45.5,4
NSW,18,2,1,45.5,16
NSW,18,4,1,45.5,15
NSW,18,27,1,57.5,4
NSW,18,30,1,45.5,18
NSW,18,33,1,45.5,10
NY BRD,,27,7,0.5,68
NY BRD,,30,7,0.5,9
NY BRD,,33,7,0.5,10
NY BRD,,99J,7,0.5,3
NY BRD,,P1B_27,7,0.5,0
NY BRD,,P1B_30,7,0.5,-7
NY BRD,,P1B_33,7,0.5,1
NY BRD,,P1B_350,7,0.5,0
NY BRD,,P1B_BG,7,0.5,0
NY BRD,,P30_144,7,0.5,41
NYMPH,,1,5,14,105
NYMPH,,001B,5,14,94
NYMPH,,2,5,14,96
NYMPH,,4,5,14,103
NYMPH,,DYL118A_JACINTH,5,14,79
NYMPH,,DYL530A_1120,5,14,45
NYMPH,,DYL8A_27E,5,14,68
NYMPH,,F1B_30,5,14,76
NYMPH,,F4_30,5,14,88
NYMPH,,PI30D_26B,5,14,61
OLIVIA,,1,5,12,61
OLIVIA,,001B,5,12,88
OLIVIA,,2,5,12,78
OLIVIA,,DYA530A_350E,5,12,63
OLIVIA,,DYA99C_27E,5,12,67
OLIVIA,,DYA99C_35B,5,12,39
OLIVIA,,F1B_30,5,12,82
OLIVIA,,F4_30,5,12,85
PACO T,,1,2,4.5,93
PACO T,,001B,2,4.5,77
PACO T,,2,2,4.5,53
PACO T,,4,2,4.5,39
PACO T,,F1B_27,2,4.5,0
PACO T,,F1B_30,2,4.5,32
PACO T,,F1B_33,2,4.5,-1
PACO T,,F1B_99J,2,4.5,49
PACO T,,F1B_BG,2,4.5,28
PACO T,,TT1B_27,2,4.5,29
PACO T,,TT1B_30,2,4.5,40
PACO T,,TT1B_33,2,4.5,81
PACO T,,TT1B_99J,2,4.5,22
PAYTON,,1,9,20,110
PAYTON,,001B,9,20,85
PAYTON,,4,9,20,52
PAYTON,,DLH1B_2730,9,20,64
PAYTON,,DLH1B_2763,9,20,62
PAYTON,,DLH1B_9935,9,20,60
PAYTON,,F4_30_27,9,20,75
PEGGY,,1,5,12.5,21
PEGGY,,001B,5,12.5,1
PEGGY,,2,5,12.5,5
PEGGY,,4,5,12.5,16
PEGGY,,DYS27_30_33,5,12.5,22
PEGGY,,F1010,5,12.5,43
PEGGY,,F1B_30,5,12.5,0
PEGGY,,F1B_33,5,12.5,34
PEGGY,,F4_30,5,12.5,1
PEGGY,,L209H_216H,5,12.5,41
PEGGY,,P2_145B,5,12.5,49
PINGU,,1,3,4,18
PINGU,,001B,3,4,35
PINGU,,2,3,4,43
PINGU,,P1B_350,3,4,50
PINGU,,P1B_99J,3,4,94
PINGU,,P30_144,3,4,95
PONY R,,1,2,1.5,-19
PONY R,,001B,2,1.5,32
PONY R,,2,2,1.5,24
PONY R,,24,2,1.5,6
PONY R,,280,2,1.5,1
PONY R,,613,2,1.5,6
PONY R,,F1B_30,2,1.5,22
PONY R,,F4_30,2,1.5,4
PONY T,,1,2,2.5,120
PONY T,,001B,2,2.5,136
PONY T,,2,2,2.5,86
PONY T,,4,2,2.5,77
PONY T,,16,2,2.5,82
PONY T,,44,2,2.5,37
PONY T,,280,2,2.5,47
PONY T,,613,2,2.5,57
PONY T,,F18_22,2,2.5,4
PONY T,,F237,2,2.5,34
PONY T,,P18_22,2,2.5,52
PONY T,,P1B_144,2,2.5,9
PONY T,,P1B_27,2,2.5,45
PONY T,,P1B_30,2,2.5,35
PONY T,,P1B_33,2,2.5,28
PONY T,,P1B_99J,2,2.5,34
PONY T,,P1B_BG,2,2.5,34
PONY T,,P27_613,2,2.5,49
PONY T,,P30_144,2,2.5,7
PONY T,,P4_30,2,2.5,5
PONY T,,T1B_30,2,2.5,5
PREMA YK,10,1,14,16,0
PREMA YK,10,001B,14,16,-1
PREMA YK,10,2,14,16,47
PREMA YK,10,4,14,16,70
PREMA YK,10,27,14,23,43
PREMA YK,10,30,14,16,36
PREMA YK,10,33,14,16,55
PREMA YK,10,34,14,18,19
PREMA YK,10,44,14,18,8
PREMA YK,10,51,14,18,-2
PREMA YK,10,280,14,18,24
PREMA YK,10,350,14,23,125
PREMA YK,10,99J,14,23,-1
PREMA YK,10,BURG,14,23,71
PREMA YK,10,P1B_30,14,18,143
PREMA YK,10,P27_30,14,23,155
PREMA YK,10,P4_27,14,23,87
PREMA YK,10,P4_30,14,18,85
PREMA YK,12,1,14,21,0
PREMA YK,12,001B,14,21,3
PREMA YK,12,2,14,21,64
PREMA YK,12,4,14,21,135
PREMA YK,12,27,14,28,83
PREMA YK,12,30,14,21,79
PREMA YK,12,33,14,21,71
PREMA YK,12,34,14,23,54
PREMA YK,12,44,14,23,40
PREMA YK,12,51,14,23,15
PREMA YK,12,280,14,23,57
PREMA YK,12,350,14,28,136
PREMA YK,12,99J,14,28,30
PREMA YK,12,BURG,14,28,90
PREMA YK,12,P1B_30,14,23,157
PREMA YK,12,P27_30,14,28,170
PREMA YK,12,P4_27,14,28,192
PREMA YK,12,P4_30,14,23,98
PREMA YK,14,1,14,28,-4
PREMA YK,14,001B,14,28,714
PREMA YK,14,2,14,28,36
PREMA YK,14,4,14,28,93
PREMA YK,14,27,14,35,96
PREMA YK,14,30,14,28,65
PREMA YK,14,33,14,28,107
PREMA YK,14,34,14,30,113
PREMA YK,14,44,14,30,91
PREMA YK,14,51,14,30,78
PREMA YK,14,280,14,30,112
PREMA YK,14,350,14,35,143
PREMA YK,14,99J,14,35,75
PREMA YK,14,BURG,14,35,110
PREMA YK,14,P1B_30,14,30,157
PREMA YK,14,P27_30,14,35,45
PREMA YK,14,P4_27,14,35,39
PREMA YK,14,P4_30,14,30,70
PREMA YK,16,1,14,36,0
PREMA YK,16,001B,14,36,299
PREMA YK,16,2,14,36,44
PREMA YK,16,4,14,36,281
PREMA YK,18,1,14,42,534
PREMA YK,18,001B,14,42,339
PREMA YK,18,2,14,42,111
PREMA YK,18,4,14,42,122
PUNKY T,,1,2,4.5,161
PUNKY T,,001B,2,4.5,124
PUNKY T,,2,2,4.5,174
PUNKY T,,4,2,4.5,149
PUNKY T,,F1B_27,2,4.5,76
PUNKY T,,F1B_30,2,4.5,88
PUNKY T,,F1B_33,2,4.5,74
PUNKY T,,F1B_350,2,4.5,40
PUNKY T,,T1B_27,2,4.5,92
PUNKY T,,T1B_30,2,4.5,124
PUNKY T,,T1B_33,2,4.5,83
PUNKY T,,T1B_99J,2,4.5,97
PUNKY T,,T1B_BG,2,4.5,91
RACHEL,,2,5,16,1
RACHEL,,2F350,5,16,0
RACHEL,,3T33_27_613,5,16,1
RACHEL,,3T33_30_27,5,16,0
RACHEL,,3T4_144_613,5,16,0
RACHEL,,3T4_27_613,5,16,0
RACHEL,,3T4_30_27,5,16,0
RACHEL,,F1B_33,5,16,1
RACHEL,,ST1B_2730,5,16,0
RACHEL,,ST1B_3033,5,16,0
RACHEL,,ST1B_99J350,5,16,0
RACHEL,,ST4_2730,5,16,-1
RACHEL,,ST4_27613,5,16,1
RACHEL,,TT1B_30,5,16,-1
RACHEL,,TT1B_33,5,16,-1
RACHEL,,TT1B_99J,5,16,-2
RACHEL,,TT4_30,5,16,0
RCYK,10,1,1,55,0
RCYK,10,001B,1,55,0
RCYK,10,2,1,55,11
RCYK,10,4,1,55,24
RCYK,10,P1B_30,1,57,12
RCYK,10,P1B_33,1,57,6
RCYK,10,P4_27,1,59,16
RCYK,10,P4_30,1,57,20
RCYK,12,1,1,60,27
RCYK,12,001B,1,60,-2
RCYK,12,2,1,60,3
RCYK,12,4,1,60,18
RCYK,12,P1B_30,1,62,10
RCYK,12,P1B_33,1,62,12
RCYK,12,P4_27,1,64,10
RCYK,12,P4_30,1,62,5
RCYK,14,1,1,65,11
RCYK,14,001B,1,65,1
RCYK,14,2,1,65,13
RCYK,14,4,1,65,9
RCYK,14,P1B_30,1,67,10
RCYK,14,P1B_33,1,67,14
RCYK,14,P4_27,1,69,15
RCYK,14,P4_30,1,67,10
RCYK,16,1,1,75,34
RCYK,16,001B,1,75,1
RCYK,16,2,1,75,8
RCYK,16,4,1,75,2
RCYK,16,P1B_30,1,77,13
RCYK,16,P1B_33,1,77,13
RCYK,16,P4_27,1,83,12
RCYK,16,P4_30,1,77,14
RCYK,18,1,1,80,17
