PRODUCT_CODE,USER_ID,SUPPLIER_CODE,CATEGORY,SUBCATEGORY,SUB_SUBCATEGORY,PRODUCT_NAME,IMAGES,HAIR_TYPE,HAIR_TYPE_LENGTH,HAIR_TYPE_STYLE,QUANTITY,QUANTITY_TYPE,MANUFACTURE_PRICE,WHOLESALE_PRICE,MSRP_PRICE,DISCOUNT_OPTION_CHECK,DISCOUNT_OPTION_VALUE,SPECIAL_PROMOTION_CHECK,SPECIAL_PROMOTION_VALUE,DELIVERY_TIME,DROPSHIP,SHIPPING_METHOD,SHIPPING_PRICE,PLACE_ORIGIN,PACKAGE_WEIGHT,PACKAGE_UNIT,DESCRIPTION,PRODUCT_SEEN,SKU,LENGTH,COLOR,PRICE,STOCK,MPRICE,WPRICE,RPRICE,LENGTH_SIZE,MIN_QUANTITY
PREMA YK14 ,55,info@sinahair.com,REMY HAIR,Brazilian Remy ,,PREMA YK14 ,"1446622576c47404_s_prema_banner.jpg ,1446622576Webpage2.jpg ",remy hair,long,,limitless,Pieces,0,28,56,0,,0,,2nd Shipping,Yes,UPS,0,China,1,Ib,"Sina, the leader of 100% human hair with over 20 years of experience, 
has invented Prema Brazilian Remy Hair in order to meet the customers 
demand for natural soft hair at an affordable price. Prema Brazilian 
Remy Hair takes pride in healthy texture with added thickness and 
elasticity, and it has even more shine and softness than Indian hair. 
Sinas Prema Brazilian Remy Hair extension was developed with the focus 
on naturalness, softness and longevity. <br> In 2013, long natural hair 
styles with good texture were popular. Moving on to 2014, the natural 
soft and healthy hair we call Prema Brazilian Remy Hair will be the 
trendsetting <strong>HOT PRODUCT</strong>. <br> The Secret to 
manufacturing our 100% Prema human hair is LOVE. Natural, volume, and 
healthy soft texture is a must for women to be confident. Prema, means 
love, only healthy hair is selected, and after antiseptic treatment 
using no chemical, it goes through a special process to cure the 
cuticle, which is critical for naturalness and softness. Prema Brazilian
 Remy Hair Extensions will beat exceed any expectation on how natural 
hair extension could or should be. Since our product is made with 100% 
human hair, dying or perm is possible, and you can create any style you 
want using a hot tool. <br><br><div align=""center""> Prema Brazilian Remy Hair is available 
in lengths of 10inch, 12inch, 14inch, 16inch, 18inch with Yaki Texture, 
and the color selection will include 1, 1B, 2, 4, 27, 30, 33, 350, 99J, 
BG, 34, 44, 51, 280, P1B/30, P4/27, P4/30 , P27/30. And most importantly
 the price is so affordable that it will captivate all consumers to try 
and keep coming back for more.</div>",0,,,30,,,,,,Inch,1
PREMA YK14 ,55,info@sinahair.com,REMY HAIR,Brazilian Remy ,,PREMA YK14 ,"1446622576c47404_s_prema_banner.jpg ,1446622576Webpage2.jpg ",remy hair,long,,limitless,Pieces,0,28,56,0,,0,,2nd Shipping,Yes,UPS,0,China,1,Ib,"Sina, the leader of 100% human hair with over 20 years of experience, 
has invented Prema Brazilian Remy Hair in order to meet the customers 
demand for natural soft hair at an affordable price. Prema Brazilian 
Remy Hair takes pride in healthy texture with added thickness and 
elasticity, and it has even more shine and softness than Indian hair. 
Sinas Prema Brazilian Remy Hair extension was developed with the focus 
on naturalness, softness and longevity. <br> In 2013, long natural hair 
styles with good texture were popular. Moving on to 2014, the natural 
soft and healthy hair we call Prema Brazilian Remy Hair will be the 
trendsetting <strong>HOT PRODUCT</strong>. <br> The Secret to 
manufacturing our 100% Prema human hair is LOVE. Natural, volume, and 
healthy soft texture is a must for women to be confident. Prema, means 
love, only healthy hair is selected, and after antiseptic treatment 
using no chemical, it goes through a special process to cure the 
cuticle, which is critical for naturalness and softness. Prema Brazilian
 Remy Hair Extensions will beat exceed any expectation on how natural 
hair extension could or should be. Since our product is made with 100% 
human hair, dying or perm is possible, and you can create any style you 
want using a hot tool. <br><br><div align=""center""> Prema Brazilian Remy Hair is available 
in lengths of 10inch, 12inch, 14inch, 16inch, 18inch with Yaki Texture, 
and the color selection will include 1, 1B, 2, 4, 27, 30, 33, 350, 99J, 
BG, 34, 44, 51, 280, P1B/30, P4/27, P4/30 , P27/30. And most importantly
 the price is so affordable that it will captivate all consumers to try 
and keep coming back for more.</div>",0,,,P1B_30,,,,,,Inch,1
PREMA YK14 ,55,info@sinahair.com,REMY HAIR,Brazilian Remy ,,PREMA YK14 ,"1446622576c47404_s_prema_banner.jpg ,1446622576Webpage2.jpg ",remy hair,long,,limitless,Pieces,0,28,56,0,,0,,2nd Shipping,Yes,UPS,0,China,1,Ib,"Sina, the leader of 100% human hair with over 20 years of experience, 
has invented Prema Brazilian Remy Hair in order to meet the customers 
demand for natural soft hair at an affordable price. Prema Brazilian 
Remy Hair takes pride in healthy texture with added thickness and 
elasticity, and it has even more shine and softness than Indian hair. 
Sinas Prema Brazilian Remy Hair extension was developed with the focus 
on naturalness, softness and longevity. <br> In 2013, long natural hair 
styles with good texture were popular. Moving on to 2014, the natural 
soft and healthy hair we call Prema Brazilian Remy Hair will be the 
trendsetting <strong>HOT PRODUCT</strong>. <br> The Secret to 
manufacturing our 100% Prema human hair is LOVE. Natural, volume, and 
healthy soft texture is a must for women to be confident. Prema, means 
love, only healthy hair is selected, and after antiseptic treatment 
using no chemical, it goes through a special process to cure the 
cuticle, which is critical for naturalness and softness. Prema Brazilian
 Remy Hair Extensions will beat exceed any expectation on how natural 
hair extension could or should be. Since our product is made with 100% 
human hair, dying or perm is possible, and you can create any style you 
want using a hot tool. <br><br><div align=""center""> Prema Brazilian Remy Hair is available 
in lengths of 10inch, 12inch, 14inch, 16inch, 18inch with Yaki Texture, 
and the color selection will include 1, 1B, 2, 4, 27, 30, 33, 350, 99J, 
BG, 34, 44, 51, 280, P1B/30, P4/27, P4/30 , P27/30. And most importantly
 the price is so affordable that it will captivate all consumers to try 
and keep coming back for more.</div>",0,,,P27_613,,,,,,Inch,1
REMY FORTE SC14 ,55,info@sinahair.com,REMY HAIR,Remy Forte ,,REMY FORTE SC14 ,"1446623512c46046_L_Remy_forte_sprialcurl.jpg ,1446623512remy_forte_model_wave.jpg ",remy hair,,,limitless,Pieces,0,42,84,0,,0,,2nd Shipping,Yes,UPS,0,China,1,Ib,"<div align=""center""><font size=""5"">REMY FORTE SPIRAL CURL 16""<br></font><div><div><font size=""4"">Remy Forte</font></div><div><br></div><div>Remy Forte is 100% human hair that still has be the cuticle intact.</div><div>It is very beautiful, full of Hair and will last a long time without matting.</div><div><ol><li><span style=""font-size: 9pt;"">Softest &amp; Thinnest Weft</span></li><li><span style=""font-size: 9pt;"">Health, natural hair shine</span></li><li><span style=""font-size: 9pt;"">Tangle &amp; Shedding bye bye</span></li><li><span style=""font-size: 9pt;"">long and lasts</span></li><li><span style=""font-size: 9pt;"">HEAT STYLING TOOLS<br></span><span style=""font-size: 9pt;"">can be used on these extensions since they are made of 100% natural human hair.&#65533;</span></li></ol></div><div><br></div><div><br></div><div>Hair Care</div><div>Washing Hair: Remy Forte Hair should be treated as normal hair and washed</div><div>regularly to maintain its natural shape. Shampoo,</div><div>condition and moisturize your hair every 5-7 days.</div><div><br></div><div><br></div><div>Remy Forte Length &amp; Style</div><div>Yaki : 10"",12"",14"",16"",18"",20"",22"",24""</div><div>Color : 1.1B,2,4,27,30,33,P1B/30,P1B/33,P4/27,P4/30,P27/30</div><div><br></div><div><br></div><div>S-wavy : 12"",14"",16""</div><div>Spiral Curl : 12"",14"",16""</div><div>Loose Wave : 12"",14"",16""</div><div>Color : 1.1B,2,4,P1B/30,P1B/33,P4/27,P4/30,P27/30</div></div><br></div>",0,SC14,,1,0,,,,,Inch,1
REMY FORTE SC14 ,55,info@sinahair.com,REMY HAIR,Remy Forte ,,REMY FORTE SC14 ,"1446623512c46046_L_Remy_forte_sprialcurl.jpg ,1446623512remy_forte_model_wave.jpg ",remy hair,,,limitless,Pieces,0,42,84,0,,0,,2nd Shipping,Yes,UPS,0,China,1,Ib,"<div align=""center""><font size=""5"">REMY FORTE SPIRAL CURL 16""<br></font><div><div><font size=""4"">Remy Forte</font></div><div><br></div><div>Remy Forte is 100% human hair that still has be the cuticle intact.</div><div>It is very beautiful, full of Hair and will last a long time without matting.</div><div><ol><li><span style=""font-size: 9pt;"">Softest &amp; Thinnest Weft</span></li><li><span style=""font-size: 9pt;"">Health, natural hair shine</span></li><li><span style=""font-size: 9pt;"">Tangle &amp; Shedding bye bye</span></li><li><span style=""font-size: 9pt;"">long and lasts</span></li><li><span style=""font-size: 9pt;"">HEAT STYLING TOOLS<br></span><span style=""font-size: 9pt;"">can be used on these extensions since they are made of 100% natural human hair.&#65533;</span></li></ol></div><div><br></div><div><br></div><div>Hair Care</div><div>Washing Hair: Remy Forte Hair should be treated as normal hair and washed</div><div>regularly to maintain its natural shape. Shampoo,</div><div>condition and moisturize your hair every 5-7 days.</div><div><br></div><div><br></div><div>Remy Forte Length &amp; Style</div><div>Yaki : 10"",12"",14"",16"",18"",20"",22"",24""</div><div>Color : 1.1B,2,4,27,30,33,P1B/30,P1B/33,P4/27,P4/30,P27/30</div><div><br></div><div><br></div><div>S-wavy : 12"",14"",16""</div><div>Spiral Curl : 12"",14"",16""</div><div>Loose Wave : 12"",14"",16""</div><div>Color : 1.1B,2,4,P1B/30,P1B/33,P4/27,P4/30,P27/30</div></div><br></div>",0,SC14,,4,0,,,,,Inch,1
REMY FORTE SC14 ,55,info@sinahair.com,REMY HAIR,Remy Forte ,,REMY FORTE SC14 ,"1446623512c46046_L_Remy_forte_sprialcurl.jpg ,1446623512remy_forte_model_wave.jpg ",remy hair,,,limitless,Pieces,0,42,84,0,,0,,2nd Shipping,Yes,UPS,0,China,1,Ib,"<div align=""center""><font size=""5"">REMY FORTE SPIRAL CURL 16""<br></font><div><div><font size=""4"">Remy Forte</font></div><div><br></div><div>Remy Forte is 100% human hair that still has be the cuticle intact.</div><div>It is very beautiful, full of Hair and will last a long time without matting.</div><div><ol><li><span style=""font-size: 9pt;"">Softest &amp; Thinnest Weft</span></li><li><span style=""font-size: 9pt;"">Health, natural hair shine</span></li><li><span style=""font-size: 9pt;"">Tangle &amp; Shedding bye bye</span></li><li><span style=""font-size: 9pt;"">long and lasts</span></li><li><span style=""font-size: 9pt;"">HEAT STYLING TOOLS<br></span><span style=""font-size: 9pt;"">can be used on these extensions since they are made of 100% natural human hair.&#65533;</span></li></ol></div><div><br></div><div><br></div><div>Hair Care</div><div>Washing Hair: Remy Forte Hair should be treated as normal hair and washed</div><div>regularly to maintain its natural shape. Shampoo,</div><div>condition and moisturize your hair every 5-7 days.</div><div><br></div><div><br></div><div>Remy Forte Length &amp; Style</div><div>Yaki : 10"",12"",14"",16"",18"",20"",22"",24""</div><div>Color : 1.1B,2,4,27,30,33,P1B/30,P1B/33,P4/27,P4/30,P27/30</div><div><br></div><div><br></div><div>S-wavy : 12"",14"",16""</div><div>Spiral Curl : 12"",14"",16""</div><div>Loose Wave : 12"",14"",16""</div><div>Color : 1.1B,2,4,P1B/30,P1B/33,P4/27,P4/30,P27/30</div></div><br></div>",0,SC14,,P1B_30,0,,,,,Inch,1
REMY FORTE SC14 ,55,info@sinahair.com,REMY HAIR,Remy Forte ,,REMY FORTE SC14 ,"1446623512c46046_L_Remy_forte_sprialcurl.jpg ,1446623512remy_forte_model_wave.jpg ",remy hair,,,limitless,Pieces,0,42,84,0,,0,,2nd Shipping,Yes,UPS,0,China,1,Ib,"<div align=""center""><font size=""5"">REMY FORTE SPIRAL CURL 16""<br></font><div><div><font size=""4"">Remy Forte</font></div><div><br></div><div>Remy Forte is 100% human hair that still has be the cuticle intact.</div><div>It is very beautiful, full of Hair and will last a long time without matting.</div><div><ol><li><span style=""font-size: 9pt;"">Softest &amp; Thinnest Weft</span></li><li><span style=""font-size: 9pt;"">Health, natural hair shine</span></li><li><span style=""font-size: 9pt;"">Tangle &amp; Shedding bye bye</span></li><li><span style=""font-size: 9pt;"">long and lasts</span></li><li><span style=""font-size: 9pt;"">HEAT STYLING TOOLS<br></span><span style=""font-size: 9pt;"">can be used on these extensions since they are made of 100% natural human hair.&#65533;</span></li></ol></div><div><br></div><div><br></div><div>Hair Care</div><div>Washing Hair: Remy Forte Hair should be treated as normal hair and washed</div><div>regularly to maintain its natural shape. Shampoo,</div><div>condition and moisturize your hair every 5-7 days.</div><div><br></div><div><br></div><div>Remy Forte Length &amp; Style</div><div>Yaki : 10"",12"",14"",16"",18"",20"",22"",24""</div><div>Color : 1.1B,2,4,27,30,33,P1B/30,P1B/33,P4/27,P4/30,P27/30</div><div><br></div><div><br></div><div>S-wavy : 12"",14"",16""</div><div>Spiral Curl : 12"",14"",16""</div><div>Loose Wave : 12"",14"",16""</div><div>Color : 1.1B,2,4,P1B/30,P1B/33,P4/27,P4/30,P27/30</div></div><br></div>",0,SC14,,P1B_33,0,,,,,Inch,1
REMY FORTE SC14 ,55,info@sinahair.com,REMY HAIR,Remy Forte ,,REMY FORTE SC14 ,"1446623512c46046_L_Remy_forte_sprialcurl.jpg ,1446623512remy_forte_model_wave.jpg ",remy hair,,,limitless,Pieces,0,42,84,0,,0,,2nd Shipping,Yes,UPS,0,China,1,Ib,"<div align=""center""><font size=""5"">REMY FORTE SPIRAL CURL 16""<br></font><div><div><font size=""4"">Remy Forte</font></div><div><br></div><div>Remy Forte is 100% human hair that still has be the cuticle intact.</div><div>It is very beautiful, full of Hair and will last a long time without matting.</div><div><ol><li><span style=""font-size: 9pt;"">Softest &amp; Thinnest Weft</span></li><li><span style=""font-size: 9pt;"">Health, natural hair shine</span></li><li><span style=""font-size: 9pt;"">Tangle &amp; Shedding bye bye</span></li><li><span style=""font-size: 9pt;"">long and lasts</span></li><li><span style=""font-size: 9pt;"">HEAT STYLING TOOLS<br></span><span style=""font-size: 9pt;"">can be used on these extensions since they are made of 100% natural human hair.&#65533;</span></li></ol></div><div><br></div><div><br></div><div>Hair Care</div><div>Washing Hair: Remy Forte Hair should be treated as normal hair and washed</div><div>regularly to maintain its natural shape. Shampoo,</div><div>condition and moisturize your hair every 5-7 days.</div><div><br></div><div><br></div><div>Remy Forte Length &amp; Style</div><div>Yaki : 10"",12"",14"",16"",18"",20"",22"",24""</div><div>Color : 1.1B,2,4,27,30,33,P1B/30,P1B/33,P4/27,P4/30,P27/30</div><div><br></div><div><br></div><div>S-wavy : 12"",14"",16""</div><div>Spiral Curl : 12"",14"",16""</div><div>Loose Wave : 12"",14"",16""</div><div>Color : 1.1B,2,4,P1B/30,P1B/33,P4/27,P4/30,P27/30</div></div><br></div>",0,SC14,,P27_30,0,,,,,Inch,1
REMY FORTE SC14 ,55,info@sinahair.com,REMY HAIR,Remy Forte ,,REMY FORTE SC14 ,"1446623512c46046_L_Remy_forte_sprialcurl.jpg ,1446623512remy_forte_model_wave.jpg ",remy hair,,,limitless,Pieces,0,42,84,0,,0,,2nd Shipping,Yes,UPS,0,China,1,Ib,"<div align=""center""><font size=""5"">REMY FORTE SPIRAL CURL 16""<br></font><div><div><font size=""4"">Remy Forte</font></div><div><br></div><div>Remy Forte is 100% human hair that still has be the cuticle intact.</div><div>It is very beautiful, full of Hair and will last a long time without matting.</div><div><ol><li><span style=""font-size: 9pt;"">Softest &amp; Thinnest Weft</span></li><li><span style=""font-size: 9pt;"">Health, natural hair shine</span></li><li><span style=""font-size: 9pt;"">Tangle &amp; Shedding bye bye</span></li><li><span style=""font-size: 9pt;"">long and lasts</span></li><li><span style=""font-size: 9pt;"">HEAT STYLING TOOLS<br></span><span style=""font-size: 9pt;"">can be used on these extensions since they are made of 100% natural human hair.&#65533;</span></li></ol></div><div><br></div><div><br></div><div>Hair Care</div><div>Washing Hair: Remy Forte Hair should be treated as normal hair and washed</div><div>regularly to maintain its natural shape. Shampoo,</div><div>condition and moisturize your hair every 5-7 days.</div><div><br></div><div><br></div><div>Remy Forte Length &amp; Style</div><div>Yaki : 10"",12"",14"",16"",18"",20"",22"",24""</div><div>Color : 1.1B,2,4,27,30,33,P1B/30,P1B/33,P4/27,P4/30,P27/30</div><div><br></div><div><br></div><div>S-wavy : 12"",14"",16""</div><div>Spiral Curl : 12"",14"",16""</div><div>Loose Wave : 12"",14"",16""</div><div>Color : 1.1B,2,4,P1B/30,P1B/33,P4/27,P4/30,P27/30</div></div><br></div>",0,SC14,,P4_27 ,0,,,,,Inch,1
REMY FORTE SC14 ,55,info@sinahair.com,REMY HAIR,Remy Forte ,,REMY FORTE SC14 ,"1446623512c46046_L_Remy_forte_sprialcurl.jpg ,1446623512remy_forte_model_wave.jpg ",remy hair,,,limitless,Pieces,0,42,84,0,,0,,2nd Shipping,Yes,UPS,0,China,1,Ib,"<div align=""center""><font size=""5"">REMY FORTE SPIRAL CURL 16""<br></font><div><div><font size=""4"">Remy Forte</font></div><div><br></div><div>Remy Forte is 100% human hair that still has be the cuticle intact.</div><div>It is very beautiful, full of Hair and will last a long time without matting.</div><div><ol><li><span style=""font-size: 9pt;"">Softest &amp; Thinnest Weft</span></li><li><span style=""font-size: 9pt;"">Health, natural hair shine</span></li><li><span style=""font-size: 9pt;"">Tangle &amp; Shedding bye bye</span></li><li><span style=""font-size: 9pt;"">long and lasts</span></li><li><span style=""font-size: 9pt;"">HEAT STYLING TOOLS<br></span><span style=""font-size: 9pt;"">can be used on these extensions since they are made of 100% natural human hair.&#65533;</span></li></ol></div><div><br></div><div><br></div><div>Hair Care</div><div>Washing Hair: Remy Forte Hair should be treated as normal hair and washed</div><div>regularly to maintain its natural shape. Shampoo,</div><div>condition and moisturize your hair every 5-7 days.</div><div><br></div><div><br></div><div>Remy Forte Length &amp; Style</div><div>Yaki : 10"",12"",14"",16"",18"",20"",22"",24""</div><div>Color : 1.1B,2,4,27,30,33,P1B/30,P1B/33,P4/27,P4/30,P27/30</div><div><br></div><div><br></div><div>S-wavy : 12"",14"",16""</div><div>Spiral Curl : 12"",14"",16""</div><div>Loose Wave : 12"",14"",16""</div><div>Color : 1.1B,2,4,P1B/30,P1B/33,P4/27,P4/30,P27/30</div></div><br></div>",0,SC14,,P4_30,0,,,,,Inch,1
FOX,55,info@sinahair.com,WIG,Synthetic Hair Wigs,,FOX,"1446623609foxdyl118a_jacinth.jpg ,1446623609fox_side.jpg ,1446623609fox_side_2.jpg ,1446623609fox_back.jpg ",synthetic hair,,loose deep cut,limitless,Pieces,0,26,52,0,,0,,2nd Shipping,Yes,UPS,0,China,1,Ib,"<p class=""MsoTitle"" style=""font-family: 'Times New Roman'; font-size: medium; line-height: normal; text-align: -webkit-center;""><font size=""5""><span lang=""EN-US"">Silhouette&nbsp;</span><span class=""TitleChar""><span lang=""EN-US"">Premium Natural Fiber Full Wig</span></span></font><span lang=""EN-US""><font size=""5"">&nbsp;</font><b><font size=""5"">Fox&#65533;</font><br></b></span><span style=""font-size: 9pt;"">SHOWING COLOR : DYL118A/JACINTH</span></p><p class=""MsoNormal"" style=""font-family: 'Times New Roman'; font-size: medium; line-height: normal; text-align: -webkit-center; margin-bottom: 0.0001pt;""><span lang=""EN-US"" style=""font-size: 10pt; font-family: &#46027;&#50880;;"">Fox is a new product that Is stylish, and short. Although its short, it has a cute feeling to it.&nbsp;<br>It is very light and natural. We hope that this wig matches your taste just right.<o:p></o:p></span></p><span style=""font-family: 'Times New Roman'; line-height: normal; text-align: -webkit-center; font-size: 9pt;"">FOX Color : 1,1B,2,4,F1B/30,F4/30,DYL8A/27E,DYL530A/1120,DYL118A/JACINTH,PI30D/26B</span><br>",0, FOX,,1,,,,,,Inch,1
FOX,55,info@sinahair.com,WIG,Synthetic Hair Wigs,,FOX,"1446623609foxdyl118a_jacinth.jpg ,1446623609fox_side.jpg ,1446623609fox_side_2.jpg ,1446623609fox_back.jpg ",synthetic hair,,loose deep cut,limitless,Pieces,0,26,52,0,,0,,2nd Shipping,Yes,UPS,0,China,1,Ib,"<p class=""MsoTitle"" style=""font-family: 'Times New Roman'; font-size: medium; line-height: normal; text-align: -webkit-center;""><font size=""5""><span lang=""EN-US"">Silhouette&nbsp;</span><span class=""TitleChar""><span lang=""EN-US"">Premium Natural Fiber Full Wig</span></span></font><span lang=""EN-US""><font size=""5"">&nbsp;</font><b><font size=""5"">Fox&#65533;</font><br></b></span><span style=""font-size: 9pt;"">SHOWING COLOR : DYL118A/JACINTH</span></p><p class=""MsoNormal"" style=""font-family: 'Times New Roman'; font-size: medium; line-height: normal; text-align: -webkit-center; margin-bottom: 0.0001pt;""><span lang=""EN-US"" style=""font-size: 10pt; font-family: &#46027;&#50880;;"">Fox is a new product that Is stylish, and short. Although its short, it has a cute feeling to it.&nbsp;<br>It is very light and natural. We hope that this wig matches your taste just right.<o:p></o:p></span></p><span style=""font-family: 'Times New Roman'; line-height: normal; text-align: -webkit-center; font-size: 9pt;"">FOX Color : 1,1B,2,4,F1B/30,F4/30,DYL8A/27E,DYL530A/1120,DYL118A/JACINTH,PI30D/26B</span><br>",0, FOX,,DYL8A_27E,,,,,,Inch,1
FOX,55,info@sinahair.com,WIG,Synthetic Hair Wigs,,FOX,"1446623609foxdyl118a_jacinth.jpg ,1446623609fox_side.jpg ,1446623609fox_side_2.jpg ,1446623609fox_back.jpg ",synthetic hair,,loose deep cut,limitless,Pieces,0,26,52,0,,0,,2nd Shipping,Yes,UPS,0,China,1,Ib,"<p class=""MsoTitle"" style=""font-family: 'Times New Roman'; font-size: medium; line-height: normal; text-align: -webkit-center;""><font size=""5""><span lang=""EN-US"">Silhouette&nbsp;</span><span class=""TitleChar""><span lang=""EN-US"">Premium Natural Fiber Full Wig</span></span></font><span lang=""EN-US""><font size=""5"">&nbsp;</font><b><font size=""5"">Fox&#65533;</font><br></b></span><span style=""font-size: 9pt;"">SHOWING COLOR : DYL118A/JACINTH</span></p><p class=""MsoNormal"" style=""font-family: 'Times New Roman'; font-size: medium; line-height: normal; text-align: -webkit-center; margin-bottom: 0.0001pt;""><span lang=""EN-US"" style=""font-size: 10pt; font-family: &#46027;&#50880;;"">Fox is a new product that Is stylish, and short. Although its short, it has a cute feeling to it.&nbsp;<br>It is very light and natural. We hope that this wig matches your taste just right.<o:p></o:p></span></p><span style=""font-family: 'Times New Roman'; line-height: normal; text-align: -webkit-center; font-size: 9pt;"">FOX Color : 1,1B,2,4,F1B/30,F4/30,DYL8A/27E,DYL530A/1120,DYL118A/JACINTH,PI30D/26B</span><br>",0, FOX,,DYL530A_1120,,,,,,Inch,1
FOX,55,info@sinahair.com,WIG,Synthetic Hair Wigs,,FOX,"1446623609foxdyl118a_jacinth.jpg ,1446623609fox_side.jpg ,1446623609fox_side_2.jpg ,1446623609fox_back.jpg ",synthetic hair,,loose deep cut,limitless,Pieces,0,26,52,0,,0,,2nd Shipping,Yes,UPS,0,China,1,Ib,"<p class=""MsoTitle"" style=""font-family: 'Times New Roman'; font-size: medium; line-height: normal; text-align: -webkit-center;""><font size=""5""><span lang=""EN-US"">Silhouette&nbsp;</span><span class=""TitleChar""><span lang=""EN-US"">Premium Natural Fiber Full Wig</span></span></font><span lang=""EN-US""><font size=""5"">&nbsp;</font><b><font size=""5"">Fox&#65533;</font><br></b></span><span style=""font-size: 9pt;"">SHOWING COLOR : DYL118A/JACINTH</span></p><p class=""MsoNormal"" style=""font-family: 'Times New Roman'; font-size: medium; line-height: normal; text-align: -webkit-center; margin-bottom: 0.0001pt;""><span lang=""EN-US"" style=""font-size: 10pt; font-family: &#46027;&#50880;;"">Fox is a new product that Is stylish, and short. Although its short, it has a cute feeling to it.&nbsp;<br>It is very light and natural. We hope that this wig matches your taste just right.<o:p></o:p></span></p><span style=""font-family: 'Times New Roman'; line-height: normal; text-align: -webkit-center; font-size: 9pt;"">FOX Color : 1,1B,2,4,F1B/30,F4/30,DYL8A/27E,DYL530A/1120,DYL118A/JACINTH,PI30D/26B</span><br>",0, FOX,,2,,,,,,Inch,1
FOX,55,info@sinahair.com,WIG,Synthetic Hair Wigs,,FOX,"1446623609foxdyl118a_jacinth.jpg ,1446623609fox_side.jpg ,1446623609fox_side_2.jpg ,1446623609fox_back.jpg ",synthetic hair,,loose deep cut,limitless,Pieces,0,26,52,0,,0,,2nd Shipping,Yes,UPS,0,China,1,Ib,"<p class=""MsoTitle"" style=""font-family: 'Times New Roman'; font-size: medium; line-height: normal; text-align: -webkit-center;""><font size=""5""><span lang=""EN-US"">Silhouette&nbsp;</span><span class=""TitleChar""><span lang=""EN-US"">Premium Natural Fiber Full Wig</span></span></font><span lang=""EN-US""><font size=""5"">&nbsp;</font><b><font size=""5"">Fox&#65533;</font><br></b></span><span style=""font-size: 9pt;"">SHOWING COLOR : DYL118A/JACINTH</span></p><p class=""MsoNormal"" style=""font-family: 'Times New Roman'; font-size: medium; line-height: normal; text-align: -webkit-center; margin-bottom: 0.0001pt;""><span lang=""EN-US"" style=""font-size: 10pt; font-family: &#46027;&#50880;;"">Fox is a new product that Is stylish, and short. Although its short, it has a cute feeling to it.&nbsp;<br>It is very light and natural. We hope that this wig matches your taste just right.<o:p></o:p></span></p><span style=""font-family: 'Times New Roman'; line-height: normal; text-align: -webkit-center; font-size: 9pt;"">FOX Color : 1,1B,2,4,F1B/30,F4/30,DYL8A/27E,DYL530A/1120,DYL118A/JACINTH,PI30D/26B</span><br>",0, FOX,,4,,,,,,Inch,1
FOX,55,info@sinahair.com,WIG,Synthetic Hair Wigs,,FOX,"1446623609foxdyl118a_jacinth.jpg ,1446623609fox_side.jpg ,1446623609fox_side_2.jpg ,1446623609fox_back.jpg ",synthetic hair,,loose deep cut,limitless,Pieces,0,26,52,0,,0,,2nd Shipping,Yes,UPS,0,China,1,Ib,"<p class=""MsoTitle"" style=""font-family: 'Times New Roman'; font-size: medium; line-height: normal; text-align: -webkit-center;""><font size=""5""><span lang=""EN-US"">Silhouette&nbsp;</span><span class=""TitleChar""><span lang=""EN-US"">Premium Natural Fiber Full Wig</span></span></font><span lang=""EN-US""><font size=""5"">&nbsp;</font><b><font size=""5"">Fox&#65533;</font><br></b></span><span style=""font-size: 9pt;"">SHOWING COLOR : DYL118A/JACINTH</span></p><p class=""MsoNormal"" style=""font-family: 'Times New Roman'; font-size: medium; line-height: normal; text-align: -webkit-center; margin-bottom: 0.0001pt;""><span lang=""EN-US"" style=""font-size: 10pt; font-family: &#46027;&#50880;;"">Fox is a new product that Is stylish, and short. Although its short, it has a cute feeling to it.&nbsp;<br>It is very light and natural. We hope that this wig matches your taste just right.<o:p></o:p></span></p><span style=""font-family: 'Times New Roman'; line-height: normal; text-align: -webkit-center; font-size: 9pt;"">FOX Color : 1,1B,2,4,F1B/30,F4/30,DYL8A/27E,DYL530A/1120,DYL118A/JACINTH,PI30D/26B</span><br>",0, FOX,,001B,,,,,,Inch,1
